iter	Logloss
287	0.3838570541
288	0.3837962751
289	0.3836751565
290	0.3836026722
291	0.3835170774
292	0.3834774784
293	0.383372931
294	0.383281357
295	0.3832097164
296	0.3830516144
297	0.3829547171
298	0.3828567508
299	0.3827933483
300	0.3826419662
301	0.3825679878
302	0.382422703
303	0.3823233218
304	0.3822269814
305	0.3821243219
306	0.3820360031
307	0.3819503231
308	0.3818623891
309	0.3817595391
310	0.3816314331
311	0.3815494485
312	0.3814438261
313	0.3813428118
314	0.381263692
315	0.3811424663
316	0.3810719443
317	0.3810569933
318	0.3809730995
319	0.3808387045
320	0.380774788
321	0.3806810462
322	0.3805914495
323	0.3804950206
324	0.3803745042
325	0.3802860585
326	0.3801785678
327	0.3800864066
328	0.3800020295
329	0.3799292768
330	0.3798618175
331	0.3797711494
332	0.3797192527
333	0.3795970973
334	0.379517389
335	0.3794377909
336	0.3793656261
337	0.379360303
338	0.3792748379
339	0.3791997124
340	0.3791023268
341	0.3790328144
342	0.3789289735
343	0.3788242493
344	0.3787572164
345	0.3786646604
346	0.3785829493
347	0.3784879762
348	0.3783859006
349	0.3783067498
350	0.3782303157
351	0.3781253973
352	0.3780355164
353	0.3779295198
354	0.3778507591
355	0.3777508449
356	0.3776369902
357	0.3775609543
358	0.3774696008
359	0.3773662391
360	0.3772267119
361	0.377141736
362	0.3770590024
363	0.3769441779
364	0.3768675892
365	0.3767768594
366	0.3766928858
367	0.3766298147
368	0.3765671081
369	0.3764165116
370	0.3762946998
371	0.3762234625
372	0.376115541
373	0.3760387215
374	0.3759742951
375	0.3758875585
376	0.3757944128
377	0.3757192095
378	0.3757099334
379	0.3756100206
380	0.3755033005
381	0.3754374282
382	0.3753255322
383	0.3752518964
384	0.3751965983
385	0.3750876454
386	0.3750770679
387	0.3750117901
388	0.3749056708
389	0.3747715476
390	0.3746798073
391	0.3746251238
392	0.3745407929
393	0.3744634753
394	0.3743975471
395	0.3743129179
396	0.3742452583
397	0.3741831231
398	0.3740854065
399	0.3739731255
400	0.3738598663
401	0.3737808332
402	0.3736433693
403	0.3735500836
404	0.3734915191
405	0.3734316859
406	0.3733451284
407	0.3732718491
408	0.3732204183
409	0.3731262069
410	0.3730303445
411	0.3729431994
412	0.3728389981
413	0.3727506928
414	0.3726626693
415	0.372584707
416	0.3724949062
417	0.3723941173
418	0.3723277532
419	0.3722565103
420	0.3722085241
421	0.3721360614
422	0.3720662048
423	0.3720082092
424	0.3719251796
425	0.3718563286
426	0.3717621363
427	0.3716816293
428	0.3715966731
429	0.3715674564
430	0.3714797412
431	0.3714096708
432	0.3713200057
433	0.3712403686
434	0.371146904
435	0.3710798184
436	0.3710054916
437	0.3709465209
438	0.3708386917
439	0.3707632468
440	0.3706741582
441	0.3705901957
442	0.3705213703
443	0.3704499607
444	0.3703991151
445	0.3703255318
446	0.3702538292
447	0.3701520595
448	0.370050296
449	0.3699797808
450	0.3698761385
451	0.3697610353
452	0.3696905432
453	0.3695890899
454	0.3695405273
455	0.3694782834
456	0.369426972
457	0.3693646424
458	0.3692906643
459	0.3692875405
460	0.3692227873
461	0.3691466642
462	0.3690851433
463	0.3690025777
464	0.368942348
465	0.3688743117
466	0.3688067634
467	0.3687272075
468	0.3686248725
469	0.3685654455
470	0.3685067097
471	0.3684454482
472	0.3683602268
473	0.3682898525
474	0.3682162962
475	0.3681636805
476	0.3680917005
477	0.3680304653
478	0.367969844
479	0.3678804611
480	0.3678083596
481	0.3677065051
482	0.3676313974
483	0.3675409337
484	0.3674992315
485	0.3674267197
486	0.3673752426
487	0.3673130754
488	0.3672370326
489	0.3671551662
490	0.3670970055
491	0.3669815456
492	0.3669103173
493	0.3668288549
494	0.366772137
495	0.366763141
496	0.3666900012
497	0.3666103174
498	0.3665402049
499	0.3664570883
500	0.3663801833
501	0.3663177238
502	0.3662270638
503	0.3661459528
504	0.3660764672
505	0.3660178694
506	0.365932461
507	0.3658367327
508	0.3657915407
509	0.3656799612
510	0.3656376712
511	0.3655583417
512	0.3654792805
513	0.3653884838
514	0.3652588565
515	0.365189698
516	0.365132681
517	0.3650683523
518	0.3649912378
519	0.3649206131
520	0.3648380646
521	0.3647819166
522	0.3647176113
523	0.3646501369
524	0.3645973192
525	0.3645158395
526	0.3644724318
527	0.3644135594
528	0.364380091
529	0.36432778
530	0.3642772026
531	0.3642126492
532	0.364155162
533	0.364142003
534	0.3640912286
535	0.3640315863
536	0.3639580083
537	0.3638645474
538	0.3637990287
539	0.3637231012
540	0.3636526041
541	0.3635871399
542	0.3634874262
543	0.3634249427
544	0.3633546513
545	0.3632664252
546	0.3631829138
547	0.3631239497
548	0.3630642714
549	0.3629765054
550	0.3629302999
551	0.3628742805
552	0.3628210218
553	0.362759033
554	0.3626993397
555	0.3626399013
556	0.3625839018
557	0.3625568758
558	0.3624884825
559	0.3624181443
560	0.3623360457
561	0.362277308
562	0.3622191698
563	0.3621668978
564	0.3620812534
565	0.3620204546
566	0.3618978745
567	0.3618393339
568	0.3617706019
569	0.3617009644
570	0.361649667
571	0.3615868592
572	0.3615255791
573	0.3614633738
574	0.3614094288
575	0.3613200398
576	0.3612597094
577	0.3611780174
578	0.3611379862
579	0.3610790843
580	0.3609722918
581	0.36092068
582	0.360850472
583	0.3607637792
584	0.3607203097
585	0.3606513427
586	0.3605777878
587	0.3604990552
588	0.3604199298
589	0.3603586612
590	0.3603088931
591	0.3602455531
592	0.3601703398
593	0.3600934348
594	0.3600582711
595	0.3600275688
596	0.3599730262
597	0.3599056372
598	0.3598460723
599	0.3598000598
600	0.3597889207
601	0.3596899639
602	0.3596361844
603	0.3595818164
604	0.3595319312
605	0.3594536933
606	0.3593880925
607	0.3593411085
608	0.3592877197
609	0.3592403756
610	0.3591907403
611	0.3591153095
612	0.3590480093
613	0.3589469163
614	0.358874453
615	0.3588026731
616	0.3587416147
617	0.3586884961
618	0.3586256961
619	0.3585365347
620	0.3584673796
621	0.3584001779
622	0.3583223484
623	0.3582642423
624	0.3581877684
625	0.3581280767
626	0.3580334563
627	0.3579922672
628	0.3579451872
629	0.3578796263
630	0.3578130449
631	0.357755405
632	0.3576898201
633	0.3576231826
634	0.3575528131
635	0.3574673881
636	0.3574113331
637	0.3573180355
638	0.3572536417
639	0.3571913749
640	0.3571221157
641	0.3570943636
642	0.3570291342
643	0.3569595175
644	0.3568881379
645	0.3568087457
646	0.3567787713
647	0.3567487045
648	0.3566901429
649	0.3566774298
650	0.3566276848
651	0.3565548156
652	0.3565119339
653	0.3564721275
654	0.3563982126
655	0.3563417355
656	0.3562650616
657	0.3562109492
658	0.3561715094
659	0.3561412982
660	0.3560925631
661	0.3560591084
662	0.3559721491
663	0.3559059884
664	0.3558353078
665	0.3557709792
666	0.3557190033
667	0.3556515894
668	0.3555842549
669	0.3555249639
670	0.3554671108
671	0.3554042233
672	0.3553185893
673	0.3552501844
674	0.3552019645
675	0.3551221321
676	0.3550610646
677	0.3550055167
678	0.3549426546
679	0.3548907004
680	0.3548280339
681	0.3547725374
682	0.3547073329
683	0.3546625026
684	0.3545779691
685	0.3545074032
686	0.3544483084
687	0.3543975211
688	0.3543465834
689	0.354266401
690	0.354202079
691	0.3541235345
692	0.3540537494
693	0.3540016462
694	0.3539448799
695	0.3538918181
696	0.3538267685
697	0.353781842
698	0.3537164519
699	0.3536711332
700	0.3536019298
701	0.353543259
702	0.3534582184
703	0.3533991694
704	0.3533364371
705	0.3532795075
706	0.3532453844
707	0.3531723528
708	0.3531238124
709	0.3530674017
710	0.3530054961
711	0.3529429382
712	0.3529100739
713	0.3528300373
714	0.3527712202
715	0.3527263477
716	0.352666165
717	0.3525943616
718	0.3525906449
719	0.3525071831
720	0.3524378511
721	0.3523893
722	0.3523353699
723	0.3522656528
724	0.3522071153
725	0.3521219175
726	0.3520655073
727	0.3520136325
728	0.3519580725
729	0.3518871341
730	0.3518272697
731	0.3517720101
732	0.3517041614
733	0.3516414028
734	0.3515987505
735	0.3515067527
736	0.3514419196
737	0.3513776084
738	0.3512906342
739	0.3512282852
740	0.3511597257
741	0.3510894157
742	0.3510277516
743	0.3509710348
744	0.350910524
745	0.3508606885
746	0.3508133062
747	0.3507487662
748	0.3506788197
749	0.3506168612
750	0.3505511071
751	0.3504946252
752	0.3504249018
753	0.3503887118
754	0.3503580269
755	0.3502825199
756	0.3502212691
757	0.3501982913
758	0.350125567
759	0.3500970869
760	0.3500279647
761	0.3499678485
762	0.3499038861
763	0.3498393175
764	0.3497694019
765	0.3497233608
766	0.3496372962
767	0.3495538356
768	0.3494965052
769	0.3494545202
770	0.3493932442
771	0.3493448106
772	0.3492748732
773	0.3492695814
774	0.3492404055
775	0.3491865477
776	0.3491118639
777	0.3490675078
778	0.3490173311
779	0.3489457914
780	0.3488994329
781	0.3488457572
782	0.3488059245
783	0.3487593695
784	0.3487132402
785	0.3486468731
786	0.3485805402
787	0.3485351343
788	0.3484958706
789	0.34844268
790	0.3483772822
791	0.3483311911
792	0.3482689798
793	0.3482106648
794	0.3481675472
795	0.348109887
796	0.3480596924
797	0.3480141017
798	0.3479564074
799	0.3478952704
800	0.3478573369
801	0.3478215242
802	0.3477842135
803	0.3477348969
804	0.347698226
805	0.3476319189
806	0.3475872912
807	0.3475245128
808	0.3474515361
809	0.3474148046
810	0.3473791683
811	0.3473175216
812	0.3472614255
813	0.3472133823
814	0.347154683
815	0.347078453
816	0.3470504036
817	0.3470032029
818	0.3469415476
819	0.3469022489
820	0.3468520987
821	0.3468010236
822	0.346754085
823	0.3467055651
824	0.3466275972
825	0.3465586848
826	0.3465221885
827	0.346457696
828	0.3463902113
829	0.3463370995
830	0.346287364
831	0.346257973
832	0.3461729119
833	0.346119441
834	0.3460821155
835	0.3460162866
836	0.3459679115
837	0.3459082701
838	0.3458621511
839	0.3458119443
840	0.3457611148
841	0.3457078819
842	0.3456487297
843	0.3456081339
844	0.3455433243
845	0.3454931611
846	0.3454398292
847	0.3453683046
848	0.3452870763
849	0.3452312254
850	0.3451802879
851	0.3451326582
852	0.3451036614
853	0.3450467435
854	0.3449800906
855	0.344931703
856	0.3448581797
857	0.3447816115
858	0.3447307309
859	0.344675235
860	0.3445903675
861	0.3445477249
862	0.3445431006
863	0.3444956859
864	0.344457565
865	0.3444177042
866	0.3443615557
867	0.3443153125
868	0.3442806359
869	0.3442329538
870	0.3441643033
871	0.3440919751
872	0.3440231981
873	0.343978213
874	0.3439231569
875	0.3438596364
876	0.3438097667
877	0.3437356091
878	0.3436816626
879	0.3436329424
880	0.3435998839
881	0.3435604221
882	0.3435075733
883	0.3434515625
884	0.3433979761
885	0.3433557736
886	0.3432903093
887	0.3432255978
888	0.343194436
889	0.3431415308
890	0.3430819434
891	0.343034766
892	0.3430331346
893	0.3429893332
894	0.3429527504
895	0.3428980038
896	0.3428319457
897	0.3427911259
898	0.3427431853
899	0.342669812
900	0.3426000053
901	0.3425652439
902	0.3425141284
903	0.3424721761
904	0.3424202881
905	0.3423593861
906	0.3423225726
907	0.3422429232
908	0.3421901301
909	0.3421374899
910	0.342080081
911	0.3420098732
912	0.3419278553
913	0.3418738203
914	0.3418110029
915	0.3418046291
916	0.3417516899
917	0.3416954992
918	0.3416532669
919	0.3416262126
920	0.3415638143
921	0.341523358
922	0.3414855389
923	0.3414133056
924	0.3413477235
925	0.3413009025
926	0.3412620154
927	0.3412355668
928	0.341190391
929	0.3411333032
930	0.3410789727
931	0.3410478165
932	0.3410025115
933	0.3409509239
934	0.3409098563
935	0.3408574094
936	0.3408005073
937	0.3407661349
938	0.3406922557
939	0.3406424154
940	0.3406188431
941	0.3405609959
942	0.3404940174
943	0.3404487995
944	0.3403955386
945	0.3403246354
946	0.3402795855
947	0.3402355132
948	0.3401799505
949	0.3401236414
950	0.3400709748
951	0.3400175596
952	0.3399592348
953	0.3399256328
954	0.3398664601
955	0.3398054185
956	0.3397593518
957	0.3397175369
958	0.3396750017
959	0.3396374452
960	0.3396142209
961	0.3395633175
962	0.3395168508
963	0.3394681166
964	0.3394143833
965	0.3393667107
966	0.3393066506
967	0.3392686884
968	0.3392235524
969	0.3391687152
970	0.339121369
971	0.3390553924
972	0.3389982593
973	0.3389402308
974	0.3388966855
975	0.3388490403
976	0.3388344769
977	0.3387724497
978	0.338713299
979	0.3386745461
980	0.3386156541
981	0.3385833446
982	0.3385201217
983	0.3384866448
984	0.3384810367
985	0.3384566384
986	0.3383921528
987	0.3383289453
988	0.3382910288
989	0.3382293622
990	0.3381852368
991	0.3381288643
992	0.3380813413
993	0.3380406636
994	0.3380074232
995	0.3379478703
996	0.3379076265
997	0.3378542832
998	0.3378078542
999	0.3377633446
